LAUS_CODE,STATE_FIPS,COUNTY_FIPS,COUNTY,MONTH,RATE
CN270430,27,043,"Faribault County, MN",Aug-10(p),7.9
CN270450,27,045,"Fillmore County, MN",Aug-10(p),6.7
CN270470,27,047,"Freeborn County, MN",Aug-10(p),7.8
CN270490,27,049,"Goodhue County, MN",Aug-10(p),6.8
CN270510,27,051,"Grant County, MN",Aug-10(p),6.9
CN270530,27,053,"Hennepin County, MN",Aug-10(p),6.9
CN270550,27,055,"Houston County, MN",Aug-10(p),6.6
CN270570,27,057,"Hubbard County, MN",Aug-10(p),8.2
CN270590,27,059,"Isanti County, MN",Aug-10(p),7.5
CN270610,27,061,"Itasca County, MN",Aug-10(p),8.9
CN270630,27,063,"Jackson County, MN",Aug-10(p),4.7
CN270650,27,065,"Kanabec County, MN",Aug-10(p),9.9
CN270670,27,067,"Kandiyohi County, MN",Aug-10(p),6.0
CN270690,27,069,"Kittson County, MN",Aug-10(p),7.1
CN270710,27,071,"Koochiching County, MN",Aug-10(p),7.7
CN270730,27,073,"Lac qui Parle County, MN",Aug-10(p),6.0
CN270750,27,075,"Lake County, MN",Aug-10(p),7.5
CN270770,27,077,"Lake of the Woods County, MN",Aug-10(p),6.3
CN270790,27,079,"Le Sueur County, MN",Aug-10(p),8.4
CN270810,27,081,"Lincoln County, MN",Aug-10(p),4.8
CN270830,27,083,"Lyon County, MN",Aug-10(p),5.5
CN270850,27,085,"McLeod County, MN",Aug-10(p),8.8
CN270870,27,087,"Mahnomen County, MN",Aug-10(p),7.8
CN270890,27,089,"Marshall County, MN",Aug-10(p),7.1
CN270910,27,091,"Martin County, MN",Aug-10(p),7.1
CN270930,27,093,"Meeker County, MN",Aug-10(p),8.0
CN270950,27,095,"Mille Lacs County, MN",Aug-10(p),10.6
CN270970,27,097,"Morrison County, MN",Aug-10(p),8.1
CN270990,27,099,"Mower County, MN",Aug-10(p),5.8
CN271010,27,101,"Murray County, MN",Aug-10(p),4.4
CN271030,27,103,"Nicollet County, MN",Aug-10(p),5.9
CN271050,27,105,"Nobles County, MN",Aug-10(p),5.0
CN271070,27,107,"Norman County, MN",Aug-10(p),6.7
CN271090,27,109,"Olmsted County, MN",Aug-10(p),5.5
PA270650,27,111,"Otter Tail County, MN",Aug-10(p),6.3
CN271130,27,113,"Pennington County, MN",Aug-10(p),6.2
CN271150,27,115,"Pine County, MN",Aug-10(p),8.7
CN271170,27,117,"Pipestone County, MN",Aug-10(p),5.5
CN271190,27,119,"Polk County, MN",Aug-10(p),5.5
CN271210,27,121,"Pope County, MN",Aug-10(p),6.1
CN271230,27,123,"Ramsey County, MN",Aug-10(p),7.4
CN271250,27,125,"Red Lake County, MN",Aug-10(p),7.5
CN271270,27,127,"Redwood County, MN",Aug-10(p),6.1
CN271290,27,129,"Renville County, MN",Aug-10(p),7.7
CN271310,27,131,"Rice County, MN",Aug-10(p),7.9
CN271330,27,133,"Rock County, MN",Aug-10(p),5.3
CN271350,27,135,"Roseau County, MN",Aug-10(p),5.5
CN271370,27,137,"St. Louis County, MN",Aug-10(p),7.4
CN271390,27,139,"Scott County, MN",Aug-10(p),6.6
CN271410,27,141,"Sherburne County, MN",Aug-10(p),7.1
CN271430,27,143,"Sibley County, MN",Aug-10(p),6.4
PA270350,27,145,"Stearns County, MN",Aug-10(p),6.6
CN271470,27,147,"Steele County, MN",Aug-10(p),7.6
CN271490,27,149,"Stevens County, MN",Aug-10(p),5.4
CN271510,27,151,"Swift County, MN",Aug-10(p),7.1
CN271530,27,153,"Todd County, MN",Aug-10(p),7.3
CN271550,27,155,"Traverse County, MN",Aug-10(p),6.1
CN271570,27,157,"Wabasha County, MN",Aug-10(p),6.1
CN271590,27,159,"Wadena County, MN",Aug-10(p),8.8
CN271610,27,161,"Waseca County, MN",Aug-10(p),7.0
PA270250,27,163,"Washington County, MN",Aug-10(p),6.7
CN271650,27,165,"Watonwan County, MN",Aug-10(p),7.6
CN271670,27,167,"Wilkin County, MN",Aug-10(p),4.8
CN271690,27,169,"Winona County, MN",Aug-10(p),7.2
PA270600,27,171,"Wright County, MN",Aug-10(p),6.9
CN271730,27,173,"Yellow Medicine County, MN",Aug-10(p),6.3
CN280010,28,001,"Adams County, MS",Aug-10(p),9.8
CN280030,28,003,"Alcorn County, MS",Aug-10(p),10.0
CN280050,28,005,"Amite County, MS",Aug-10(p),10.5
CN280070,28,007,"Attala County, MS",Aug-10(p),12.8
CN280090,28,009,"Benton County, MS",Aug-10(p),12.7
CN280110,28,011,"Bolivar County, MS",Aug-10(p),10.3
CN280130,28,013,"Calhoun County, MS",Aug-10(p),9.0
CN280150,28,015,"Carroll County, MS",Aug-10(p),8.9
CN280170,28,017,"Chickasaw County, MS",Aug-10(p),12.3
CN280190,28,019,"Choctaw County, MS",Aug-10(p),10.5
CN280210,28,021,"Claiborne County, MS",Aug-10(p),14.3
CN280230,28,023,"Clarke County, MS",Aug-10(p),10.5
CN280250,28,025,"Clay County, MS",Aug-10(p),17.5
CN280270,28,027,"Coahoma County, MS",Aug-10(p),12.4
CN280290,28,029,"Copiah County, MS",Aug-10(p),9.5
CN280310,28,031,"Covington County, MS",Aug-10(p),8.0
PA280500,28,033,"DeSoto County, MS",Aug-10(p),7.2
PA280200,28,035,"Forrest County, MS",Aug-10(p),7.7
CN280370,28,037,"Franklin County, MS",Aug-10(p),10.8
CN280390,28,039,"George County, MS",Aug-10(p),8.5
CN280410,28,041,"Greene County, MS",Aug-10(p),10.8
CN280430,28,043,"Grenada County, MS",Aug-10(p),10.5
CN280450,28,045,"Hancock County, MS",Aug-10(p),7.6
CN280470,28,047,"Harrison County, MS",Aug-10(p),7.1
CN280490,28,049,"Hinds County, MS",Aug-10(p),7.7
CN280510,28,051,"Holmes County, MS",Aug-10(p),17.7
CN280530,28,053,"Humphreys County, MS",Aug-10(p),12.6
CN280550,28,055,"Issaquena County, MS",Aug-10(p),7.5
CN280570,28,057,"Itawamba County, MS",Aug-10(p),10.2
CN280590,28,059,"Jackson County, MS",Aug-10(p),7.8
CN280610,28,061,"Jasper County, MS",Aug-10(p),10.0
CN280630,28,063,"Jefferson County, MS",Aug-10(p),16.4
CN280650,28,065,"Jefferson Davis County, MS",Aug-10(p),12.0
PA280300,28,067,"Jones County, MS",Aug-10(p),6.6
CN280690,28,069,"Kemper County, MS",Aug-10(p),10.9
CN280710,28,071,"Lafayette County, MS",Aug-10(p),6.9
CN280730,28,073,"Lamar County, MS",Aug-10(p),6.2
PA280350,28,075,"Lauderdale County, MS",Aug-10(p),9.0
CN280770,28,077,"Lawrence County, MS",Aug-10(p),10.7
CN280790,28,079,"Leake County, MS",Aug-10(p),8.6
PA280600,28,081,"Lee County, MS",Aug-10(p),9.3
CN280830,28,083,"Leflore County, MS",Aug-10(p),11.8
CN280850,28,085,"Lincoln County, MS",Aug-10(p),8.9
PA280450,28,087,"Lowndes County, MS",Aug-10(p),10.3
CN280890,28,089,"Madison County, MS",Aug-10(p),6.2
CN280910,28,091,"Marion County, MS",Aug-10(p),9.9
CN280930,28,093,"Marshall County, MS",Aug-10(p),10.9
CN280950,28,095,"Monroe County, MS",Aug-10(p),12.0
CN280970,28,097,"Montgomery County, MS",Aug-10(p),12.5
CN280990,28,099,"Neshoba County, MS",Aug-10(p),8.1
CN281010,28,101,"Newton County, MS",Aug-10(p),8.9
CN281030,28,103,"Noxubee County, MS",Aug-10(p),18.5
CN281050,28,105,"Oktibbeha County, MS",Aug-10(p),8.7
CN281070,28,107,"Panola County, MS",Aug-10(p),11.0
CN281090,28,109,"Pearl River County, MS",Aug-10(p),8.6
CN281110,28,111,"Perry County, MS",Aug-10(p),10.0
CN281130,28,113,"Pike County, MS",Aug-10(p),10.0
CN281150,28,115,"Pontotoc County, MS",Aug-10(p),9.4
CN281170,28,117,"Prentiss County, MS",Aug-10(p),11.1
CN281190,28,119,"Quitman County, MS",Aug-10(p),11.6
PA280550,28,121,"Rankin County, MS",Aug-10(p),5.1
CN281230,28,123,"Scott County, MS",Aug-10(p),6.4
CN281250,28,125,"Sharkey County, MS",Aug-10(p),10.4
CN281270,28,127,"Simpson County, MS",Aug-10(p),7.4
CN281290,28,129,"Smith County, MS",Aug-10(p),8.4
CN281310,28,131,"Stone County, MS",Aug-10(p),7.3
CN281330,28,133,"Sunflower County, MS",Aug-10(p),13.4
CN281350,28,135,"Tallahatchie County, MS",Aug-10(p),9.6
CN281370,28,137,"Tate County, MS",Aug-10(p),10.4
CN281390,28,139,"Tippah County, MS",Aug-10(p),12.8
CN281410,28,141,"Tishomingo County, MS",Aug-10(p),11.1
CN281430,28,143,"Tunica County, MS",Aug-10(p),14.9
CN281450,28,145,"Union County, MS",Aug-10(p),10.5
CN281470,28,147,"Walthall County, MS",Aug-10(p),11.2
PA280750,28,149,"Warren County, MS",Aug-10(p),9.2
PA280400,28,151,"Washington County, MS",Aug-10(p),13.3
CN281530,28,153,"Wayne County, MS",Aug-10(p),10.0
CN281550,28,155,"Webster County, MS",Aug-10(p),11.9
CN281570,28,157,"Wilkinson County, MS",Aug-10(p),11.1
CN281590,28,159,"Winston County, MS",Aug-10(p),16.3
CN281610,28,161,"Yalobusha County, MS",Aug-10(p),11.9
CN281630,28,163,"Yazoo County, MS",Aug-10(p),10.8
CN290010,29,001,"Adair County, MO",Aug-10(p),8.2
CN290030,29,003,"Andrew County, MO",Aug-10(p),7.2
CN290050,29,005,"Atchison County, MO",Aug-10(p),9.5
CN290070,29,007,"Audrain County, MO",Aug-10(p),9.1
CN290090,29,009,"Barry County, MO",Aug-10(p),8.4
CN290110,29,011,"Barton County, MO",Aug-10(p),11.4
CN290130,29,013,"Bates County, MO",Aug-10(p),11.1
CN290150,29,015,"Benton County, MO",Aug-10(p),10.3
CN290170,29,017,"Bollinger County, MO",Aug-10(p),9.2
CN290190,29,019,"Boone County, MO",Aug-10(p),6.8
CN290210,29,021,"Buchanan County, MO",Aug-10(p),8.0
CN290230,29,023,"Butler County, MO",Aug-10(p),8.1
CN290250,29,025,"Caldwell County, MO",Aug-10(p),8.8
CN290270,29,027,"Callaway County, MO",Aug-10(p),8.0
CN290290,29,029,"Camden County, MO",Aug-10(p),8.4
PA290700,29,031,"Cape Girardeau County, MO",Aug-10(p),7.6
CN290330,29,033,"Carroll County, MO",Aug-10(p),10.9
CN290350,29,035,"Carter County, MO",Aug-10(p),9.8
PA290900,29,037,"Cass County, MO",Aug-10(p),9.6
CN290390,29,039,"Cedar County, MO",Aug-10(p),10.1
CN290410,29,041,"Chariton County, MO",Aug-10(p),9.6
CN290430,29,043,"Christian County, MO",Aug-10(p),7.7
CN290450,29,045,"Clark County, MO",Aug-10(p),10.2
CN290470,29,047,"Clay County, MO",Aug-10(p),8.6
CN290490,29,049,"Clinton County, MO",Aug-10(p),10.2
PA290300,29,051,"Cole County, MO",Aug-10(p),7.2
CN290530,29,053,"Cooper County, MO",Aug-10(p),8.5
CN290550,29,055,"Crawford County, MO",Aug-10(p),10.3
CN290570,29,057,"Dade County, MO",Aug-10(p),9.3
CN290590,29,059,"Dallas County, MO",Aug-10(p),10.9
CN290610,29,061,"Daviess County, MO",Aug-10(p),9.4
CN290630,29,063,"DeKalb County, MO",Aug-10(p),9.2
CN290650,29,065,"Dent County, MO",Aug-10(p),10.0
CN290670,29,067,"Douglas County, MO",Aug-10(p),8.8
CN290690,29,069,"Dunklin County, MO",Aug-10(p),11.1
PA290200,29,071,"Franklin County, MO",Aug-10(p),10.2
CN290730,29,073,"Gasconade County, MO",Aug-10(p),9.9
CN290750,29,075,"Gentry County, MO",Aug-10(p),6.7
CN290770,29,077,"Greene County, MO",Aug-10(p),8.2
CN290790,29,079,"Grundy County, MO",Aug-10(p),8.3
CN290810,29,081,"Harrison County, MO",Aug-10(p),8.1
CN290830,29,083,"Henry County, MO",Aug-10(p),9.5
CN290850,29,085,"Hickory County, MO",Aug-10(p),12.9
CN290870,29,087,"Holt County, MO",Aug-10(p),7.7
CN290890,29,089,"Howard County, MO",Aug-10(p),8.2
CN290910,29,091,"Howell County, MO",Aug-10(p),9.2
CN290930,29,093,"Iron County, MO",Aug-10(p),10.4
CN290950,29,095,"Jackson County, MO",Aug-10(p),10.9
PA290750,29,097,"Jasper County, MO",Aug-10(p),8.6
PA290150,29,099,"Jefferson County, MO",Aug-10(p),9.4
CN291010,29,101,"Johnson County, MO",Aug-10(p),9.3
CN291030,29,103,"Knox County, MO",Aug-10(p),6.6
CN291050,29,105,"Laclede County, MO",Aug-10(p),11.5
CN291070,29,107,"Lafayette County, MO",Aug-10(p),9.9
CN291090,29,109,"Lawrence County, MO",Aug-10(p),8.4
CN291110,29,111,"Lewis County, MO",Aug-10(p),7.5
CN291130,29,113,"Lincoln County, MO",Aug-10(p),9.8
CN291150,29,115,"Linn County, MO",Aug-10(p),10.2
CN291170,29,117,"Livingston County, MO",Aug-10(p),7.6
CN291190,29,119,"McDonald County, MO",Aug-10(p),9.6
CN291210,29,121,"Macon County, MO",Aug-10(p),8.3
CN291230,29,123,"Madison County, MO",Aug-10(p),10.1
CN291250,29,125,"Maries County, MO",Aug-10(p),8.4
CN291270,29,127,"Marion County, MO",Aug-10(p),8.5
CN291290,29,129,"Mercer County, MO",Aug-10(p),9.5
CN291310,29,131,"Miller County, MO",Aug-10(p),10.5
CN291330,29,133,"Mississippi County, MO",Aug-10(p),9.5
CN291350,29,135,"Moniteau County, MO",Aug-10(p),8.3
CN291370,29,137,"Monroe County, MO",Aug-10(p),11.5
CN291390,29,139,"Montgomery County, MO",Aug-10(p),10.4
CN291410,29,141,"Morgan County, MO",Aug-10(p),11.1
CN291430,29,143,"New Madrid County, MO",Aug-10(p),9.7
CN291450,29,145,"Newton County, MO",Aug-10(p),9.4
CN291470,29,147,"Nodaway County, MO",Aug-10(p),7.3
CN291490,29,149,"Oregon County, MO",Aug-10(p),8.6
CN291510,29,151,"Osage County, MO",Aug-10(p),7.3
CN291530,29,153,"Ozark County, MO",Aug-10(p),8.3
CN291550,29,155,"Pemiscot County, MO",Aug-10(p),10.8
CN291570,29,157,"Perry County, MO",Aug-10(p),6.2
CN291590,29,159,"Pettis County, MO",Aug-10(p),8.9
CN291610,29,161,"Phelps County, MO",Aug-10(p),7.8
CN291630,29,163,"Pike County, MO",Aug-10(p),8.5
CN291650,29,165,"Platte County, MO",Aug-10(p),7.9
CN291670,29,167,"Polk County, MO",Aug-10(p),11.0
PA290350,29,169,"Pulaski County, MO",Aug-10(p),7.9
CN291710,29,171,"Putnam County, MO",Aug-10(p),8.3
CN291730,29,173,"Ralls County, MO",Aug-10(p),7.6
CN291750,29,175,"Randolph County, MO",Aug-10(p),10.1
CN291770,29,177,"Ray County, MO",Aug-10(p),10.5
CN291790,29,179,"Reynolds County, MO",Aug-10(p),13.4
CN291810,29,181,"Ripley County, MO",Aug-10(p),9.9
PS290300,29,183,"St. Charles County, MO",Aug-10(p),8.1
CN291850,29,185,"St. Clair County, MO",Aug-10(p),11.0
CN291860,29,186,"Ste. Genevieve County, MO",Aug-10(p),8.8
CN291870,29,187,"St. Francois County, MO",Aug-10(p),10.6
PS290400,29,189,"St. Louis County, MO",Aug-10(p),9.5
CN291950,29,195,"Saline County, MO",Aug-10(p),8.8
CN291970,29,197,"Schuyler County, MO",Aug-10(p),8.9
CN291990,29,199,"Scotland County, MO",Aug-10(p),7.2
CN292010,29,201,"Scott County, MO",Aug-10(p),9.0
CN292030,29,203,"Shannon County, MO",Aug-10(p),11.7
CN292050,29,205,"Shelby County, MO",Aug-10(p),8.1
CN292070,29,207,"Stoddard County, MO",Aug-10(p),9.0
CN292090,29,209,"Stone County, MO",Aug-10(p),9.6
CN292110,29,211,"Sullivan County, MO",Aug-10(p),6.8
CN292130,29,213,"Taney County, MO",Aug-10(p),9.5
CN292150,29,215,"Texas County, MO",Aug-10(p),9.8
CN292170,29,217,"Vernon County, MO",Aug-10(p),8.8
CN292190,29,219,"Warren County, MO",Aug-10(p),9.6
CN292210,29,221,"Washington County, MO",Aug-10(p),11.8
CN292230,29,223,"Wayne County, MO",Aug-10(p),9.7
CN292250,29,225,"Webster County, MO",Aug-10(p),9.6
CN292270,29,227,"Worth County, MO",Aug-10(p),7.6
CN292290,29,229,"Wright County, MO",Aug-10(p),10.4
PS290350,29,510,"St. Louis city, MO",Aug-10(p),12.8
CN300010,30,001,"Beaverhead County, MT",Aug-10(p),5.1
CN300030,30,003,"Big Horn County, MT",Aug-10(p),11.5
CN300050,30,005,"Blaine County, MT",Aug-10(p),5.5
CN300070,30,007,"Broadwater County, MT",Aug-10(p),6.8
CN300090,30,009,"Carbon County, MT",Aug-10(p),5.6
CN300110,30,011,"Carter County, MT",Aug-10(p),3.8
CN300130,30,013,"Cascade County, MT",Aug-10(p),6.1
CN300150,30,015,"Chouteau County, MT",Aug-10(p),4.5
CN300170,30,017,"Custer County, MT",Aug-10(p),4.5
CN300190,30,019,"Daniels County, MT",Aug-10(p),4.6
CN300210,30,021,"Dawson County, MT",Aug-10(p),4.3
CN300230,30,023,"Deer Lodge County, MT",Aug-10(p),7.8
CN300250,30,025,"Fallon County, MT",Aug-10(p),2.7
CN300270,30,027,"Fergus County, MT",Aug-10(p),5.7
PA300300,30,029,"Flathead County, MT",Aug-10(p),10.2
CN300310,30,031,"Gallatin County, MT",Aug-10(p),6.3
CN300330,30,033,"Garfield County, MT",Aug-10(p),3.6
CN300350,30,035,"Glacier County, MT",Aug-10(p),10.5
CN300370,30,037,"Golden Valley County, MT",Aug-10(p),5.3
CN300390,30,039,"Granite County, MT",Aug-10(p),9.0
CN300410,30,041,"Hill County, MT",Aug-10(p),5.9
CN300430,30,043,"Jefferson County, MT",Aug-10(p),5.3
CN300450,30,045,"Judith Basin County, MT",Aug-10(p),6.3
CN300470,30,047,"Lake County, MT",Aug-10(p),9.6
CN300490,30,049,"Lewis and Clark County, MT",Aug-10(p),5.3
CN300510,30,051,"Liberty County, MT",Aug-10(p),5.3
CN300530,30,053,"Lincoln County, MT",Aug-10(p),14.3
CN300550,30,055,"McCone County, MT",Aug-10(p),2.9
CN300570,30,057,"Madison County, MT",Aug-10(p),5.6
CN300590,30,059,"Meagher County, MT",Aug-10(p),8.0
CN300610,30,061,"Mineral County, MT",Aug-10(p),9.8
PA300200,30,063,"Missoula County, MT",Aug-10(p),6.6
CN300650,30,065,"Musselshell County, MT",Aug-10(p),5.5
CN300670,30,067,"Park County, MT",Aug-10(p),6.5
CN300690,30,069,"Petroleum County, MT",Aug-10(p),6.5
CN300710,30,071,"Phillips County, MT",Aug-10(p),6.0
CN300730,30,073,"Pondera County, MT",Aug-10(p),6.7
CN300750,30,075,"Powder River County, MT",Aug-10(p),3.9
CN300770,30,077,"Powell County, MT",Aug-10(p),8.6
CN300790,30,079,"Prairie County, MT",Aug-10(p),4.0
CN300810,30,081,"Ravalli County, MT",Aug-10(p),9.0
CN300830,30,083,"Richland County, MT",Aug-10(p),3.7
CN300850,30,085,"Roosevelt County, MT",Aug-10(p),8.4
CN300870,30,087,"Rosebud County, MT",Aug-10(p),8.2
CN300890,30,089,"Sanders County, MT",Aug-10(p),13.9
CN300910,30,091,"Sheridan County, MT",Aug-10(p),3.6
CN300930,30,093,"Silver Bow County, MT",Aug-10(p),6.3
CN300950,30,095,"Stillwater County, MT",Aug-10(p),5.9
CN300970,30,097,"Sweet Grass County, MT",Aug-10(p),3.7
CN300990,30,099,"Teton County, MT",Aug-10(p),5.5
CN301010,30,101,"Toole County, MT",Aug-10(p),4.3
CN301030,30,103,"Treasure County, MT",Aug-10(p),4.0
CN301050,30,105,"Valley County, MT",Aug-10(p),4.7
CN301070,30,107,"Wheatland County, MT",Aug-10(p),5.2
CN301090,30,109,"Wibaux County, MT",Aug-10(p),3.6
CN301110,30,111,"Yellowstone County, MT",Aug-10(p),5.5
CN310010,31,001,"Adams County, NE",Aug-10(p),4.0
CN310030,31,003,"Antelope County, NE",Aug-10(p),3.0
CN310050,31,005,"Arthur County, NE",Aug-10(p),3.9
CN310070,31,007,"Banner County, NE",Aug-10(p),5.3
CN310090,31,009,"Blaine County, NE",Aug-10(p),4.5
CN310110,31,011,"Boone County, NE",Aug-10(p),2.8
CN310130,31,013,"Box Butte County, NE",Aug-10(p),5.2
CN310150,31,015,"Boyd County, NE",Aug-10(p),3.1
CN310170,31,017,"Brown County, NE",Aug-10(p),2.7
CN310190,31,019,"Buffalo County, NE",Aug-10(p),3.1
CN310210,31,021,"Burt County, NE",Aug-10(p),5.2
CN310230,31,023,"Butler County, NE",Aug-10(p),3.5
CN310250,31,025,"Cass County, NE",Aug-10(p),4.8
CN310270,31,027,"Cedar County, NE",Aug-10(p),3.1
CN310290,31,029,"Chase County, NE",Aug-10(p),2.7
CN310310,31,031,"Cherry County, NE",Aug-10(p),2.4
CN310330,31,033,"Cheyenne County, NE",Aug-10(p),3.4
CN310350,31,035,"Clay County, NE",Aug-10(p),4.3
CN310370,31,037,"Colfax County, NE",Aug-10(p),3.5
CN310390,31,039,"Cuming County, NE",Aug-10(p),3.4
CN310410,31,041,"Custer County, NE",Aug-10(p),3.2
CN310430,31,043,"Dakota County, NE",Aug-10(p),9.3
CN310450,31,045,"Dawes County, NE",Aug-10(p),4.0
CN310470,31,047,"Dawson County, NE",Aug-10(p),4.9
CN310490,31,049,"Deuel County, NE",Aug-10(p),3.2
CN310510,31,051,"Dixon County, NE",Aug-10(p),4.8
CN310530,31,053,"Dodge County, NE",Aug-10(p),4.6
CN310550,31,055,"Douglas County, NE",Aug-10(p),5.0
CN310570,31,057,"Dundy County, NE",Aug-10(p),3.1
CN310590,31,059,"Fillmore County, NE",Aug-10(p),3.5
CN310610,31,061,"Franklin County, NE",Aug-10(p),3.3
CN310630,31,063,"Frontier County, NE",Aug-10(p),3.1
CN310650,31,065,"Furnas County, NE",Aug-10(p),2.8
CN310670,31,067,"Gage County, NE",Aug-10(p),6.3
CN310690,31,069,"Garden County, NE",Aug-10(p),4.6
CN310710,31,071,"Garfield County, NE",Aug-10(p),2.5
CN310730,31,073,"Gosper County, NE",Aug-10(p),2.9
CN310750,31,075,"Grant County, NE",Aug-10(p),3.8
CN310770,31,077,"Greeley County, NE",Aug-10(p),3.3
CN310790,31,079,"Hall County, NE",Aug-10(p),4.0
CN310810,31,081,"Hamilton County, NE",Aug-10(p),3.0
CN310830,31,083,"Harlan County, NE",Aug-10(p),2.7
CN310850,31,085,"Hayes County, NE",Aug-10(p),4.6
CN310870,31,087,"Hitchcock County, NE",Aug-10(p),3.6
CN310890,31,089,"Holt County, NE",Aug-10(p),2.9
CN310910,31,091,"Hooker County, NE",Aug-10(p),4.1
CN310930,31,093,"Howard County, NE",Aug-10(p),3.2
CN310950,31,095,"Jefferson County, NE",Aug-10(p),4.3
CN310970,31,097,"Johnson County, NE",Aug-10(p),3.9
CN310990,31,099,"Kearney County, NE",Aug-10(p),3.2
CN311010,31,101,"Keith County, NE",Aug-10(p),3.5
CN311030,31,103,"Keya Paha County, NE",Aug-10(p),3.5
CN311050,31,105,"Kimball County, NE",Aug-10(p),4.5
CN311070,31,107,"Knox County, NE",Aug-10(p),3.7
CN311090,31,109,"Lancaster County, NE",Aug-10(p),3.9
CN311110,31,111,"Lincoln County, NE",Aug-10(p),3.7
CN311130,31,113,"Logan County, NE",Aug-10(p),6.4
CN311150,31,115,"Loup County, NE",Aug-10(p),5.1
CN311170,31,117,"McPherson County, NE",Aug-10(p),3.9
CN311190,31,119,"Madison County, NE",Aug-10(p),3.8
CN311210,31,121,"Merrick County, NE",Aug-10(p),4.2
CN311230,31,123,"Morrill County, NE",Aug-10(p),3.8
CN311250,31,125,"Nance County, NE",Aug-10(p),3.5
CN311270,31,127,"Nemaha County, NE",Aug-10(p),5.8
CN311290,31,129,"Nuckolls County, NE",Aug-10(p),3.9
CN311310,31,131,"Otoe County, NE",Aug-10(p),4.2
CN311330,31,133,"Pawnee County, NE",Aug-10(p),3.6
CN311350,31,135,"Perkins County, NE",Aug-10(p),2.6
CN311370,31,137,"Phelps County, NE",Aug-10(p),2.8
CN311390,31,139,"Pierce County, NE",Aug-10(p),3.5
CN311410,31,141,"Platte County, NE",Aug-10(p),3.7
CN311430,31,143,"Polk County, NE",Aug-10(p),3.5
CN311450,31,145,"Red Willow County, NE",Aug-10(p),3.6
CN311470,31,147,"Richardson County, NE",Aug-10(p),5.9
CN311490,31,149,"Rock County, NE",Aug-10(p),2.9
CN311510,31,151,"Saline County, NE",Aug-10(p),3.7
PA310150,31,153,"Sarpy County, NE",Aug-10(p),4.4
CN311550,31,155,"Saunders County, NE",Aug-10(p),4.5
CN311570,31,157,"Scotts Bluff County, NE",Aug-10(p),4.7
CN311590,31,159,"Seward County, NE",Aug-10(p),3.5
CN311610,31,161,"Sheridan County, NE",Aug-10(p),3.1
CN311630,31,163,"Sherman County, NE",Aug-10(p),3.0
CN311650,31,165,"Sioux County, NE",Aug-10(p),3.7
CN311670,31,167,"Stanton County, NE",Aug-10(p),3.5
CN311690,31,169,"Thayer County, NE",Aug-10(p),3.5
CN311710,31,171,"Thomas County, NE",Aug-10(p),4.0
CN311730,31,173,"Thurston County, NE",Aug-10(p),8.4
CN311750,31,175,"Valley County, NE",Aug-10(p),3.3
CN311770,31,177,"Washington County, NE",Aug-10(p),4.7
CN311790,31,179,"Wayne County, NE",Aug-10(p),3.8
CN311810,31,181,"Webster County, NE",Aug-10(p),3.6
CN311830,31,183,"Wheeler County, NE",Aug-10(p),4.4
CN311850,31,185,"York County, NE",Aug-10(p),5.0
CN320010,32,001,"Churchill County, NV",Aug-10(p),10.9
CN320030,32,003,"Clark County, NV",Aug-10(p),14.7
CN320050,32,005,"Douglas County, NV",Aug-10(p),14.3
CN320070,32,007,"Elko County, NV",Aug-10(p),7.6
CN320090,32,009,"Esmeralda County, NV",Aug-10(p),7.9
CN320110,32,011,"Eureka County, NV",Aug-10(p),10.0
CN320130,32,013,"Humboldt County, NV",Aug-10(p),9.5
CN320150,32,015,"Lander County, NV",Aug-10(p),6.7
CN320170,32,017,"Lincoln County, NV",Aug-10(p),12.8
CN320190,32,019,"Lyon County, NV",Aug-10(p),18.0
CN320210,32,021,"Mineral County, NV",Aug-10(p),14.6
CN320230,32,023,"Nye County, NV",Aug-10(p),17.2
CN320270,32,027,"Pershing County, NV",Aug-10(p),11.9
CN320290,32,029,"Storey County, NV",Aug-10(p),13.4
PS320070,32,031,"Washoe County, NV",Aug-10(p),13.3
CN320330,32,033,"White Pine County, NV",Aug-10(p),8.6
CN325100,32,510,"Carson City, NV",Aug-10(p),13.1
CN330010,33,001,"Belknap County, NH",Aug-10(p),5.5
CN330030,33,003,"Carroll County, NH",Aug-10(p),4.7
PA330250,33,005,"Cheshire County, NH",Aug-10(p),5.9
CN330070,33,007,"Coos County, NH",Aug-10(p),6.3
PA330300,33,009,"Grafton County, NH",Aug-10(p),4.7
PS330050,33,011,"Hillsborough County, NH",Aug-10(p),6.1
PA330350,33,013,"Merrimack County, NH",Aug-10(p),5.3
PA330050,33,015,"Rockingham County, NH",Aug-10(p),5.9
PA330100,33,017,"Strafford County, NH",Aug-10(p),5.6
CN330190,33,019,"Sullivan County, NH",Aug-10(p),5.4
PS340020,34,001,"Atlantic County, NJ",Aug-10(p),11.5
PS340050,34,003,"Bergen County, NJ",Aug-10(p),8.4
PS340100,34,005,"Burlington County, NJ",Aug-10(p),9.2
CN340070,34,007,"Camden County, NJ",Aug-10(p),10.6
PS340210,34,009,"Cape May County, NJ",Aug-10(p),7.3
PS340220,34,011,"Cumberland County, NJ",Aug-10(p),12.8
CN340130,34,013,"Essex County, NJ",Aug-10(p),11.1
PS340350,34,015,"Gloucester County, NJ",Aug-10(p),9.9
CN340170,34,017,"Hudson County, NJ",Aug-10(p),10.7
